,sst,day,month,year
7467,286.94086,12,6,1999
7468,286.97153,13,6,1999
7469,287.00827,14,6,1999
7470,287.03766,15,6,1999
7471,287.0725,16,6,1999
7472,287.108,17,6,1999
7473,287.14105,18,6,1999
7474,287.17035,19,6,1999
7475,287.19925,20,6,1999
7476,287.2328,21,6,1999
7477,287.26923,22,6,1999
7478,287.3078,23,6,1999
7479,287.34625,24,6,1999
7480,287.38818,25,6,1999
7481,287.43164,26,6,1999
7482,287.4776,27,6,1999
7483,287.52173,28,6,1999
7484,287.56287,29,6,1999
7485,287.60156,30,6,1999
7486,287.67007,1,7,1999
7487,287.70303,2,7,1999
7488,287.73468,3,7,1999
7489,287.76297,4,7,1999
7490,287.7925,5,7,1999
7491,287.81995,6,7,1999
7492,287.85266,7,7,1999
7493,287.88635,8,7,1999
7494,287.92123,9,7,1999
7495,287.95883,10,7,1999
7496,287.99838,11,7,1999
7497,288.04034,12,7,1999
7498,288.0794,13,7,1999
7499,288.11404,14,7,1999
7500,288.14856,15,7,1999
7501,288.20105,16,7,1999
7502,288.23254,17,7,1999
7503,288.26617,18,7,1999
7504,288.29993,19,7,1999
7505,288.32632,20,7,1999
7506,288.35117,21,7,1999
7507,288.37003,22,7,1999
7508,288.3829,23,7,1999
7509,288.39917,24,7,1999
7510,288.42017,25,7,1999
7511,288.4411,26,7,1999
7512,288.47226,27,7,1999
7513,288.50677,28,7,1999
7514,288.54626,29,7,1999
7515,288.58658,30,7,1999
7516,288.6229,31,7,1999
7517,288.62607,1,8,1999
7518,288.64886,2,8,1999
7519,288.66183,3,8,1999
7520,288.67517,4,8,1999
7521,288.68967,5,8,1999
7522,288.70694,6,8,1999
7523,288.73172,7,8,1999
7524,288.7618,8,8,1999
7525,288.79462,9,8,1999
7526,288.82822,10,8,1999
7527,288.86234,11,8,1999
7528,288.88904,12,8,1999
7529,288.90872,13,8,1999
7530,288.9195,14,8,1999
7531,288.93295,15,8,1999
7532,288.94943,16,8,1999
7533,288.96225,17,8,1999
7534,288.9765,18,8,1999
7535,288.98853,19,8,1999
7536,289.00208,20,8,1999
7537,289.01636,21,8,1999
7538,289.03583,22,8,1999
7539,289.05542,23,8,1999
7540,289.06934,24,8,1999
7541,289.07288,25,8,1999
7542,289.06653,26,8,1999
7543,289.0525,27,8,1999
7544,289.03598,28,8,1999
7545,289.01926,29,8,1999
7546,289.00046,30,8,1999
7547,288.97897,31,8,1999
7548,288.89813,1,9,1999
7549,288.89993,2,9,1999
7550,288.90768,3,9,1999
7551,288.9163,4,9,1999
7552,288.922,5,9,1999
7553,288.92093,6,9,1999
7554,288.91373,7,9,1999
7555,288.90167,8,9,1999
7556,288.8861,9,9,1999
7557,288.87183,10,9,1999
7558,288.86044,11,9,1999
7559,288.84863,12,9,1999
7560,288.8347,13,9,1999
7561,288.81625,14,9,1999
7562,288.7892,15,9,1999
7563,288.75586,16,9,1999
7564,288.71362,17,9,1999
7565,288.68198,18,9,1999
7566,288.65073,19,9,1999
7567,288.62024,20,9,1999
7568,288.59454,21,9,1999
7569,288.5731,22,9,1999
7570,288.55243,23,9,1999
7571,288.53317,24,9,1999
7572,288.5127,25,9,1999
7573,288.48953,26,9,1999
7574,288.46274,27,9,1999
7575,288.43213,28,9,1999
7576,288.4001,29,9,1999
7577,288.36716,30,9,1999
7578,288.3168,1,10,1999
7579,288.28644,2,10,1999
7580,288.2565,3,10,1999
7581,288.2268,4,10,1999
7582,288.19992,5,10,1999
7583,288.174,6,10,1999
7584,288.14578,7,10,1999
7585,288.11728,8,10,1999
7586,288.0898,9,10,1999
7587,288.06677,10,10,1999
7588,288.04642,11,10,1999
7589,288.02448,12,10,1999
7590,288.00003,13,10,1999
7591,287.96933,14,10,1999
7592,287.9329,15,10,1999
7593,287.8936,16,10,1999
7594,287.8521,17,10,1999
7595,287.78784,18,10,1999
7596,287.74463,19,10,1999
7597,287.7004,20,10,1999
7598,287.65784,21,10,1999
7599,287.6216,22,10,1999
7600,287.58905,23,10,1999
7601,287.55872,24,10,1999
7602,287.53204,25,10,1999
7603,287.50708,26,10,1999
7604,287.4833,27,10,1999
7605,287.45978,28,10,1999
7606,287.43384,29,10,1999
7607,287.4039,30,10,1999
7608,287.36972,31,10,1999
7609,287.33047,1,11,1999
7610,287.2932,2,11,1999
7611,287.25372,3,11,1999
7612,287.21155,4,11,1999
7613,287.17102,5,11,1999
7614,287.13486,6,11,1999
7615,287.101,7,11,1999
7616,287.06802,8,11,1999
7617,287.03354,9,11,1999
7618,287.00253,10,11,1999
7619,286.97382,11,11,1999
7620,286.9453,12,11,1999
7621,286.91705,13,11,1999
7622,286.8834,14,11,1999
7623,286.84628,15,11,1999
7624,286.80753,16,11,1999
7625,286.7657,17,11,1999
7626,286.72736,18,11,1999
7627,286.69397,19,11,1999
7628,286.6658,20,11,1999
7629,286.64243,21,11,1999
7630,286.62045,22,11,1999
7631,286.5983,23,11,1999
7632,286.57343,24,11,1999
7633,286.5476,25,11,1999
7634,286.5193,26,11,1999
7635,286.48907,27,11,1999
7636,286.4532,28,11,1999
7637,286.4087,29,11,1999
7638,286.36194,30,11,1999
7639,286.31308,1,12,1999
7640,286.2736,2,12,1999
7641,286.2322,3,12,1999
7642,286.1857,4,12,1999
7643,286.14087,5,12,1999
7644,286.10464,6,12,1999
7645,286.07584,7,12,1999
7646,286.05222,8,12,1999
7647,286.0326,9,12,1999
7648,286.01495,10,12,1999
7649,285.99646,11,12,1999
7650,285.98068,12,12,1999
7651,285.96503,13,12,1999
7652,285.9488,14,12,1999
7653,285.9284,15,12,1999
7654,285.90265,16,12,1999
7655,285.87527,17,12,1999
7656,285.8511,18,12,1999
7657,285.82437,19,12,1999
7658,285.80188,20,12,1999
7659,285.7809,21,12,1999
7660,285.75885,22,12,1999
7661,285.7361,23,12,1999
7662,285.71194,24,12,1999
7663,285.68387,25,12,1999
7664,285.65405,26,12,1999
7665,285.6262,27,12,1999
7666,285.60226,28,12,1999
7667,285.5831,29,12,1999
7668,285.56635,30,12,1999
7669,285.5522,31,12,1999
7670,285.5352,1,1,2000
7671,285.52347,2,1,2000
7672,285.51794,3,1,2000
7673,285.50064,4,1,2000
7674,285.47702,5,1,2000
7675,285.45386,6,1,2000
7676,285.4323,7,1,2000
7677,285.41592,8,1,2000
7678,285.40424,9,1,2000
7679,285.39447,10,1,2000
7680,285.3853,11,1,2000
7681,285.37405,12,1,2000
7682,285.35925,13,1,2000
7683,285.34116,14,1,2000
7684,285.32083,15,1,2000
7685,285.29797,16,1,2000
7686,285.27545,17,1,2000
7687,285.25406,18,1,2000
7688,285.23364,19,1,2000
7689,285.2196,20,1,2000
7690,285.2092,21,1,2000
7691,285.1962,22,1,2000
7692,285.17773,23,1,2000
7693,285.15936,24,1,2000
7694,285.14453,25,1,2000
7695,285.13092,26,1,2000
7696,285.11462,27,1,2000
7697,285.0964,28,1,2000
7698,285.0788,29,1,2000
7699,285.06473,30,1,2000
7700,285.05405,31,1,2000
7701,285.04483,1,2,2000
7702,285.03534,2,2,2000
7703,285.02725,3,2,2000
7704,285.02063,4,2,2000
7705,285.01678,5,2,2000
7706,285.0144,6,2,2000
7707,285.01276,7,2,2000
7708,285.0109,8,2,2000
7709,285.00775,9,2,2000
7710,285.0047,10,2,2000
7711,284.99945,11,2,2000
7712,284.99536,12,2,2000
7713,284.9901,13,2,2000
7714,284.985,14,2,2000
7715,284.9793,15,2,2000
7716,284.9765,16,2,2000
7717,284.98065,17,2,2000
7718,284.98404,18,2,2000
7719,284.9884,19,2,2000
7720,284.9933,20,2,2000
7721,284.99548,21,2,2000
7722,284.99362,22,2,2000
7723,284.989,23,2,2000
7724,284.98373,24,2,2000
7725,284.97687,25,2,2000
7726,284.97006,26,2,2000
7727,284.9646,27,2,2000
7728,284.96057,28,2,2000
7729,284.95746,29,2,2000
7730,284.9585,1,3,2000
7731,284.9641,2,3,2000
7732,284.97168,3,3,2000
7733,284.9785,4,3,2000
7734,284.98538,5,3,2000
7735,284.99323,6,3,2000
7736,285.0004,7,3,2000
7737,285.00476,8,3,2000
7738,285.00763,9,3,2000
7739,285.00717,10,3,2000
7740,285.00507,11,3,2000
7741,285.0034,12,3,2000
7742,285.00705,13,3,2000
7743,285.01672,14,3,2000
7744,285.0294,15,3,2000
7745,285.0422,16,3,2000
7746,285.05774,17,3,2000
7747,285.07593,18,3,2000
7748,285.09344,19,3,2000
7749,285.10822,20,3,2000
7750,285.11935,21,3,2000
7751,285.12732,22,3,2000
7752,285.1322,23,3,2000
7753,285.1354,24,3,2000
7754,285.1371,25,3,2000
7755,285.13828,26,3,2000
7756,285.1418,27,3,2000
7757,285.14935,28,3,2000
7758,285.16354,29,3,2000
7759,285.18298,30,3,2000
7760,285.20425,31,3,2000
7761,285.22513,1,4,2000
7762,285.24866,2,4,2000
7763,285.272,3,4,2000
7764,285.2924,4,4,2000
7765,285.306,5,4,2000
7766,285.3171,6,4,2000
7767,285.32626,7,4,2000
7768,285.33517,8,4,2000
7769,285.34723,9,4,2000
7770,285.36057,10,4,2000
7771,285.37524,11,4,2000
7772,285.3903,12,4,2000
7773,285.40594,13,4,2000
7774,285.4221,14,4,2000
7775,285.442,15,4,2000
7776,285.45874,16,4,2000
7777,285.47992,17,4,2000
7778,285.5062,18,4,2000
7779,285.53262,19,4,2000
7780,285.5564,20,4,2000
7781,285.57938,21,4,2000
7782,285.60376,22,4,2000
7783,285.6286,23,4,2000
7784,285.6516,24,4,2000
7785,285.66992,25,4,2000
7786,285.68655,26,4,2000
7787,285.7048,27,4,2000
7788,285.72852,28,4,2000
7789,285.75418,29,4,2000
7790,285.77997,30,4,2000
7791,285.81696,1,5,2000
7792,285.84613,2,5,2000
7793,285.87863,3,5,2000
7794,285.90866,4,5,2000
7795,285.9353,5,5,2000
7796,285.96127,6,5,2000
7797,285.98755,7,5,2000
7798,286.01764,8,5,2000
7799,286.04788,9,5,2000
7800,286.07547,10,5,2000
7801,286.10046,11,5,2000
7802,286.12442,12,5,2000
7803,286.14798,13,5,2000
7804,286.1724,14,5,2000
7805,286.198,15,5,2000
7806,286.22476,16,5,2000
7807,286.2469,17,5,2000
7808,286.2671,18,5,2000
7809,286.28964,19,5,2000
7810,286.31628,20,5,2000
7811,286.34372,21,5,2000
7812,286.36935,22,5,2000
7813,286.39117,23,5,2000
7814,286.4116,24,5,2000
7815,286.4348,25,5,2000
7816,286.45975,26,5,2000
7817,286.4848,27,5,2000
7818,286.50867,28,5,2000
7819,286.53336,29,5,2000
7820,286.56052,30,5,2000
7821,286.59357,31,5,2000
7822,286.66827,1,6,2000
7823,286.7049,2,6,2000
7824,286.74274,3,6,2000
7825,286.77997,4,6,2000
7826,286.8178,5,6,2000
7827,286.8538,6,6,2000
7828,286.88785,7,6,2000
7829,286.91818,8,6,2000
7830,286.94476,9,6,2000
7831,286.97067,10,6,2000
7832,286.99442,11,6,2000
7833,287.01608,12,6,2000
7834,287.03772,13,6,2000
7835,287.06082,14,6,2000
7836,287.08435,15,6,2000
7837,287.11978,16,6,2000
7838,287.16135,17,6,2000
7839,287.20404,18,6,2000
7840,287.24634,19,6,2000
7841,287.28928,20,6,2000
7842,287.33612,21,6,2000
7843,287.38666,22,6,2000
7844,287.43515,23,6,2000
7845,287.47623,24,6,2000
7846,287.51193,25,6,2000
7847,287.54526,26,6,2000
7848,287.57837,27,6,2000
7849,287.61206,28,6,2000
7850,287.64496,29,6,2000
7851,287.6776,30,6,2000
7852,287.7337,1,7,2000
7853,287.76163,2,7,2000
7854,287.79135,3,7,2000
7855,287.82443,4,7,2000
7856,287.85947,5,7,2000
7857,287.88965,6,7,2000
7858,287.91565,7,7,2000
7859,287.93887,8,7,2000
7860,287.9614,9,7,2000
7861,287.99164,10,7,2000
7862,288.02228,11,7,2000
7863,288.0594,12,7,2000
7864,288.1012,13,7,2000
7865,288.1437,14,7,2000
7866,288.1854,15,7,2000
7867,288.23434,16,7,2000
7868,288.28116,17,7,2000
7869,288.3212,18,7,2000
7870,288.35046,19,7,2000
7871,288.37857,20,7,2000
7872,288.41272,21,7,2000
7873,288.46024,22,7,2000
7874,288.51288,23,7,2000
7875,288.5618,24,7,2000
7876,288.60535,25,7,2000
7877,288.64996,26,7,2000
7878,288.6945,27,7,2000
7879,288.73605,28,7,2000
7880,288.76825,29,7,2000
7881,288.79172,30,7,2000
7882,288.80307,31,7,2000
7883,288.77567,1,8,2000
7884,288.78134,2,8,2000
7885,288.7876,3,8,2000
7886,288.79703,4,8,2000
7887,288.81204,5,8,2000
7888,288.82614,6,8,2000
7889,288.84253,7,8,2000
7890,288.86646,8,8,2000
7891,288.89697,9,8,2000
7892,288.93472,10,8,2000
7893,288.97726,11,8,2000
7894,289.0185,12,8,2000
7895,289.0536,13,8,2000
7896,289.08258,14,8,2000
7897,289.10434,15,8,2000
7898,289.13577,16,8,2000
7899,289.14322,17,8,2000
7900,289.14618,18,8,2000
7901,289.14435,19,8,2000
7902,289.14236,20,8,2000
7903,289.1441,21,8,2000
7904,289.15082,22,8,2000
7905,289.16257,23,8,2000
7906,289.17572,24,8,2000
7907,289.1856,25,8,2000
7908,289.18637,26,8,2000
7909,289.18213,27,8,2000
7910,289.17773,28,8,2000
7911,289.16873,29,8,2000
7912,289.15637,30,8,2000
7913,289.1357,31,8,2000
7914,289.0567,1,9,2000
7915,289.04935,2,9,2000
7916,289.04327,3,9,2000
7917,289.03464,4,9,2000
7918,289.01874,5,9,2000
7919,288.99966,6,9,2000
7920,288.98157,7,9,2000
7921,288.96445,8,9,2000
7922,288.94745,9,9,2000
7923,288.93164,10,9,2000
7924,288.91742,11,9,2000
7925,288.90982,12,9,2000
7926,288.9033,13,9,2000
7927,288.8935,14,9,2000
7928,288.8734,15,9,2000
7929,288.8504,16,9,2000
7930,288.82413,17,9,2000
7931,288.79327,18,9,2000
7932,288.76364,19,9,2000
7933,288.7351,20,9,2000
7934,288.7111,21,9,2000
7935,288.692,22,9,2000
7936,288.67477,23,9,2000
7937,288.65448,24,9,2000
7938,288.6287,25,9,2000
7939,288.59723,26,9,2000
7940,288.56323,27,9,2000
7941,288.5285,28,9,2000
7942,288.49454,29,9,2000
7943,288.4604,30,9,2000
7944,288.4137,1,10,2000
7945,288.39,2,10,2000
7946,288.36624,3,10,2000
7947,288.34012,4,10,2000
7948,288.3065,5,10,2000
7949,288.26843,6,10,2000
7950,288.2268,7,10,2000
7951,288.18558,8,10,2000
7952,288.14548,9,10,2000
7953,288.10907,10,10,2000
7954,288.0788,11,10,2000
7955,288.05673,12,10,2000
7956,288.03668,13,10,2000
7957,288.01187,14,10,2000
7958,287.97913,15,10,2000
7959,287.93793,16,10,2000
7960,287.8936,17,10,2000
7961,287.83884,18,10,2000
7962,287.79593,19,10,2000
7963,287.75507,20,10,2000
7964,287.7199,21,10,2000
7965,287.69153,22,10,2000
7966,287.66562,23,10,2000
7967,287.63925,24,10,2000
7968,287.60886,25,10,2000
7969,287.57504,26,10,2000
7970,287.53986,27,10,2000
7971,287.5036,28,10,2000
7972,287.4671,29,10,2000
7973,287.4297,30,10,2000
7974,287.39328,31,10,2000
7975,287.35318,1,11,2000
7976,287.322,2,11,2000
7977,287.2936,3,11,2000
7978,287.26852,4,11,2000
7979,287.24487,5,11,2000
7980,287.22015,6,11,2000
7981,287.1935,7,11,2000
7982,287.16476,8,11,2000
7983,287.13303,9,11,2000
7984,287.09863,10,11,2000
7985,287.06226,11,11,2000
7986,287.02536,12,11,2000
7987,286.9881,13,11,2000
7988,286.9496,14,11,2000
7989,286.915,15,11,2000
7990,286.88388,16,11,2000
7991,286.8526,17,11,2000
7992,286.82376,18,11,2000
7993,286.79376,19,11,2000
7994,286.7628,20,11,2000
7995,286.73117,21,11,2000
7996,286.69876,22,11,2000
7997,286.66495,23,11,2000
7998,286.63135,24,11,2000
7999,286.6003,25,11,2000
8000,286.5715,26,11,2000
8001,286.54178,27,11,2000
8002,286.50912,28,11,2000
8003,286.47238,29,11,2000
8004,286.43222,30,11,2000
8005,286.38428,1,12,2000
8006,286.34775,2,12,2000
8007,286.31427,3,12,2000
8008,286.28125,4,12,2000
8009,286.2521,5,12,2000
8010,286.2257,6,12,2000
8011,286.202,7,12,2000
8012,286.1801,8,12,2000
8013,286.15543,9,12,2000
8014,286.12866,10,12,2000
8015,286.1008,11,12,2000
8016,286.07336,12,12,2000
8017,286.0451,13,12,2000
8018,286.0172,14,12,2000
8019,285.99066,15,12,2000
8020,285.96585,16,12,2000
8021,285.942,17,12,2000
8022,285.92004,18,12,2000
8023,285.89148,19,12,2000
8024,285.86142,20,12,2000
8025,285.83408,21,12,2000
8026,285.80643,22,12,2000
8027,285.77902,23,12,2000
8028,285.75452,24,12,2000
8029,285.7328,25,12,2000
8030,285.71295,26,12,2000
8031,285.6933,27,12,2000
8032,285.6746,28,12,2000
8033,285.65396,29,12,2000
8034,285.62854,30,12,2000
8035,285.6018,31,12,2000
8036,285.57318,1,1,2001
8037,285.55103,2,1,2001
8038,285.5391,3,1,2001
8039,285.5255,4,1,2001
8040,285.51358,5,1,2001
8041,285.5017,6,1,2001
8042,285.48782,7,1,2001
8043,285.46857,8,1,2001
8044,285.44623,9,1,2001
8045,285.42352,10,1,2001
8046,285.4,11,1,2001
8047,285.37372,12,1,2001
8048,285.34683,13,1,2001
8049,285.32306,14,1,2001
8050,285.30637,15,1,2001
8051,285.29178,16,1,2001
8052,285.27777,17,1,2001
8053,285.25903,18,1,2001
8054,285.238,19,1,2001
8055,285.219,20,1,2001
8056,285.2008,21,1,2001
8057,285.1876,22,1,2001
8058,285.1779,23,1,2001
8059,285.17148,24,1,2001
8060,285.16757,25,1,2001
8061,285.16513,26,1,2001
8062,285.16107,27,1,2001
8063,285.154,28,1,2001
8064,285.14093,29,1,2001
8065,285.12347,30,1,2001
8066,285.10565,31,1,2001
8067,285.09103,1,2,2001
8068,285.084,2,2,2001
8069,285.08374,3,2,2001
8070,285.08585,4,2,2001
8071,285.0884,5,2,2001
8072,285.09003,6,2,2001
8073,285.08752,7,2,2001
8074,285.07956,8,2,2001
8075,285.06573,9,2,2001
8076,285.05002,10,2,2001
8077,285.0345,11,2,2001
8078,285.01913,12,2,2001
8079,285.00702,13,2,2001
8080,284.99835,14,2,2001
8081,284.99466,15,2,2001
8082,284.99817,16,2,2001
8083,285.00122,17,2,2001
8084,285.00366,18,2,2001
8085,285.0056,19,2,2001
8086,285.00824,20,2,2001
8087,285.0136,21,2,2001
8088,285.02295,22,2,2001
8089,285.03207,23,2,2001
8090,285.03903,24,2,2001
8091,285.0431,25,2,2001
8092,285.044,26,2,2001
8093,285.04398,27,2,2001
8094,285.04138,28,2,2001
8095,285.0348,1,3,2001
8096,285.02866,2,3,2001
8097,285.0251,3,3,2001
8098,285.02597,4,3,2001
8099,285.0312,5,3,2001
8100,285.03894,6,3,2001
8101,285.04788,7,3,2001
8102,285.05844,8,3,2001
8103,285.06946,9,3,2001
8104,285.07663,10,3,2001
8105,285.08017,11,3,2001
8106,285.08246,12,3,2001
8107,285.0866,13,3,2001
8108,285.09576,14,3,2001
8109,285.10553,15,3,2001
8110,285.1136,16,3,2001
8111,285.12332,17,3,2001
8112,285.13718,18,3,2001
8113,285.15796,19,3,2001
8114,285.18225,20,3,2001
8115,285.20538,21,3,2001
8116,285.22336,22,3,2001
8117,285.23514,23,3,2001
8118,285.2386,24,3,2001
8119,285.2336,25,3,2001
8120,285.22424,26,3,2001
8121,285.21545,27,3,2001
8122,285.21207,28,3,2001
8123,285.2171,29,3,2001
8124,285.23367,30,3,2001
8125,285.25827,31,3,2001
8126,285.2852,1,4,2001
8127,285.31693,2,4,2001
8128,285.3462,3,4,2001
8129,285.371,4,4,2001
8130,285.38824,5,4,2001
8131,285.40015,6,4,2001
8132,285.40533,7,4,2001
8133,285.40894,8,4,2001
8134,285.41064,9,4,2001
8135,285.4114,10,4,2001
8136,285.41507,11,4,2001
8137,285.42172,12,4,2001
8138,285.43835,13,4,2001
8139,285.46365,14,4,2001
8140,285.4974,15,4,2001
8141,285.53125,16,4,2001
8142,285.56134,17,4,2001
8143,285.58038,18,4,2001
8144,285.58777,19,4,2001
8145,285.58868,20,4,2001
8146,285.5879,21,4,2001
8147,285.58893,22,4,2001
8148,285.5968,23,4,2001
8149,285.61758,24,4,2001
8150,285.65143,25,4,2001
8151,285.68832,26,4,2001
8152,285.72168,27,4,2001
8153,285.746,28,4,2001
8154,285.76016,29,4,2001
8155,285.76907,30,4,2001
8156,285.78375,1,5,2001
8157,285.79202,2,5,2001
8158,285.80603,3,5,2001
8159,285.8283,4,5,2001
8160,285.85742,5,5,2001
8161,285.89157,6,5,2001
8162,285.9265,7,5,2001
8163,285.95972,8,5,2001
8164,285.98715,9,5,2001
8165,286.00632,10,5,2001
8166,286.0239,11,5,2001
8167,286.048,12,5,2001
8168,286.0827,13,5,2001
8169,286.12216,14,5,2001
8170,286.162,15,5,2001
8171,286.20764,16,5,2001
8172,286.24448,17,5,2001
8173,286.28326,18,5,2001
8174,286.31677,19,5,2001
8175,286.3409,20,5,2001
8176,286.36157,21,5,2001
8177,286.38507,22,5,2001
8178,286.41632,23,5,2001
8179,286.4548,24,5,2001
8180,286.49396,25,5,2001
8181,286.53143,26,5,2001
8182,286.56613,27,5,2001
8183,286.59354,28,5,2001
8184,286.6123,29,5,2001
8185,286.62543,30,5,2001
8186,286.64255,31,5,2001
8187,286.70505,1,6,2001
8188,286.7329,2,6,2001
8189,286.7687,3,6,2001
8190,286.8089,4,6,2001
8191,286.85278,5,6,2001
8192,286.90204,6,6,2001
8193,286.95486,7,6,2001
8194,287.00418,8,6,2001
8195,287.04376,9,6,2001
8196,287.07736,10,6,2001
8197,287.11087,11,6,2001
8198,287.15005,12,6,2001
8199,287.18875,13,6,2001
8200,287.22452,14,6,2001
8201,287.25378,15,6,2001
8202,287.2851,16,6,2001
8203,287.32147,17,6,2001
8204,287.35617,18,6,2001
8205,287.38773,19,6,2001
8206,287.4206,20,6,2001
8207,287.45456,21,6,2001
8208,287.48672,22,6,2001
8209,287.5173,23,6,2001
8210,287.55118,24,6,2001
8211,287.58405,25,6,2001
8212,287.62003,26,6,2001
8213,287.6584,27,6,2001
8214,287.69894,28,6,2001
8215,287.73764,29,6,2001
8216,287.77844,30,6,2001
8217,287.8532,1,7,2001
8218,287.89124,2,7,2001
8219,287.92456,3,7,2001
8220,287.953,4,7,2001
8221,287.98233,5,7,2001
8222,288.0131,6,7,2001
8223,288.04852,7,7,2001
8224,288.0916,8,7,2001
8225,288.13495,9,7,2001
8226,288.17728,10,7,2001
8227,288.22275,11,7,2001
8228,288.26932,12,7,2001
8229,288.316,13,7,2001
8230,288.35925,14,7,2001
8231,288.3955,15,7,2001
8232,288.4475,16,7,2001
8233,288.477,17,7,2001
8234,288.5016,18,7,2001
8235,288.5225,19,7,2001
8236,288.5401,20,7,2001
8237,288.55997,21,7,2001
8238,288.58527,22,7,2001
8239,288.61655,23,7,2001
8240,288.65433,24,7,2001
8241,288.6952,25,7,2001
8242,288.73422,26,7,2001
8243,288.7698,27,7,2001
8244,288.8021,28,7,2001
8245,288.83124,29,7,2001
8246,288.85507,30,7,2001
8247,288.87015,31,7,2001
8248,288.8522,1,8,2001
8249,288.8574,2,8,2001
8250,288.86377,3,8,2001
8251,288.87296,4,8,2001
8252,288.88516,5,8,2001
8253,288.9004,6,8,2001
8254,288.91962,7,8,2001
8255,288.94995,8,8,2001
8256,288.98224,9,8,2001
8257,289.0145,10,8,2001
8258,289.0446,11,8,2001
8259,289.0685,12,8,2001
8260,289.08496,13,8,2001
8261,289.09503,14,8,2001
8262,289.10043,15,8,2001
8263,289.10223,16,8,2001
8264,289.10556,17,8,2001
8265,289.11066,18,8,2001
8266,289.11536,19,8,2001
8267,289.1207,20,8,2001
8268,289.1318,21,8,2001
8269,289.14734,22,8,2001
8270,289.1641,23,8,2001
8271,289.1763,24,8,2001
8272,289.18384,25,8,2001
8273,289.1827,26,8,2001
8274,289.17392,27,8,2001
8275,289.15778,28,8,2001
8276,289.14075,29,8,2001
8277,289.1252,30,8,2001
8278,289.11212,31,8,2001
8279,289.05984,1,9,2001
8280,289.06262,2,9,2001
8281,289.0693,3,9,2001
8282,289.07706,4,9,2001
8283,289.08533,5,9,2001
8284,289.08722,6,9,2001
8285,289.07944,7,9,2001
8286,289.06656,8,9,2001
8287,289.0498,9,9,2001
8288,289.0365,10,9,2001
8289,289.02264,11,9,2001
8290,289.0049,12,9,2001
8291,288.98547,13,9,2001
8292,288.97202,14,9,2001
8293,288.97513,15,9,2001
8294,288.96964,16,9,2001
8295,288.938,17,9,2001
8296,288.92838,18,9,2001
8297,288.91464,19,9,2001
8298,288.89337,20,9,2001
8299,288.86496,21,9,2001
8300,288.83023,22,9,2001
8301,288.79163,23,9,2001
8302,288.75278,24,9,2001
8303,288.71402,25,9,2001
8304,288.68066,26,9,2001
8305,288.65588,27,9,2001
8306,288.63293,28,9,2001
8307,288.60727,29,9,2001
8308,288.5709,30,9,2001
8309,288.51492,1,10,2001
8310,288.4783,2,10,2001
8311,288.44183,3,10,2001
8312,288.4025,4,10,2001
8313,288.35928,5,10,2001
8314,288.31662,6,10,2001
8315,288.2808,7,10,2001
8316,288.24866,8,10,2001
8317,288.21924,9,10,2001
8318,288.1903,10,10,2001
8319,288.16196,11,10,2001
8320,288.1353,12,10,2001
8321,288.10992,13,10,2001
8322,288.0858,14,10,2001
8323,288.06265,15,10,2001
8324,288.03546,16,10,2001
8325,288.0007,17,10,2001
8326,287.9404,18,10,2001
8327,287.90866,19,10,2001
8328,287.88638,20,10,2001
8329,287.86948,21,10,2001
8330,287.84973,22,10,2001
8331,287.82434,23,10,2001
8332,287.79645,24,10,2001
8333,287.7669,25,10,2001
8334,287.7338,26,10,2001
8335,287.695,27,10,2001
8336,287.6532,28,10,2001
8337,287.6102,29,10,2001
8338,287.57,30,10,2001
8339,287.53137,31,10,2001
8340,287.49417,1,11,2001
8341,287.46466,2,11,2001
8342,287.432,3,11,2001
8343,287.3946,4,11,2001
8344,287.35657,5,11,2001
8345,287.32333,6,11,2001
8346,287.28873,7,11,2001
8347,287.25204,8,11,2001
8348,287.2096,9,11,2001
8349,287.1682,10,11,2001
8350,287.13245,11,11,2001
8351,287.0972,12,11,2001
8352,287.0595,13,11,2001
8353,287.017,14,11,2001
8354,286.97525,15,11,2001
8355,286.939,16,11,2001
8356,286.90433,17,11,2001
8357,286.86984,18,11,2001
8358,286.8327,19,11,2001
8359,286.7981,20,11,2001
8360,286.76898,21,11,2001
8361,286.74048,22,11,2001
8362,286.71085,23,11,2001
8363,286.6786,24,11,2001
8364,286.64294,25,11,2001
8365,286.6076,26,11,2001
8366,286.57358,27,11,2001
8367,286.54068,28,11,2001
8368,286.5103,29,11,2001
8369,286.4813,30,11,2001
8370,286.44348,1,12,2001
8371,286.41797,2,12,2001
8372,286.39487,3,12,2001
8373,286.37277,4,12,2001
8374,286.34964,5,12,2001
8375,286.32404,6,12,2001
8376,286.29718,7,12,2001
8377,286.2695,8,12,2001
8378,286.24225,9,12,2001
8379,286.21634,10,12,2001
8380,286.18936,11,12,2001
8381,286.162,12,12,2001
8382,286.13257,13,12,2001
8383,286.1011,14,12,2001
8384,286.06992,15,12,2001
8385,286.0419,16,12,2001
8386,286.0141,17,12,2001
8387,285.98453,18,12,2001
8388,285.94995,19,12,2001
8389,285.91376,20,12,2001
8390,285.88052,21,12,2001
8391,285.8503,22,12,2001
8392,285.8231,23,12,2001
8393,285.79926,24,12,2001
8394,285.77975,25,12,2001
8395,285.76498,26,12,2001
8396,285.75122,27,12,2001
8397,285.734,28,12,2001
8398,285.70987,29,12,2001
8399,285.6792,30,12,2001
8400,285.64746,31,12,2001
8401,285.6125,1,1,2002
